actor_id,award_name,year,award_outcome,award_description
nm0000243,20/20 Awards,2013,"Winner
Felix","Best Actor
Malcolm X (1992)"
nm0000243,AACTA International Awards,2017,"Nominee
AACTA International Award","Best Lead Actor
Fences (2016)"
nm0000243,AACTA International Awards,2013,"Nominee
AACTA International Award","Best Actor
Flight (2012)"
nm0000243,AARP Movies for Grownups Awards,2018,"Nominee
Movies for Grownups Award","Best Actor
Roman J. Israel, Esq. (2017)"
nm0000243,AARP Movies for Grownups Awards,2017,"Winner
Movies for Grownups Award","Best Actor
Fences (2016)"
nm0000243,AARP Movies for Grownups Awards,2017,"Nominee
Movies for Grownups Award","Best Grownup Love Story
Fences (2016)

Shared with:

Viola Davis"
nm0000243,AARP Movies for Grownups Awards,2017,"Nominee
Movies for Grownups Award","Best Director
Fences (2016)"
nm0000243,AARP Movies for Grownups Awards,2017,"Nominee
Movies for Grownups Award","Best Buddy Picture
Fences (2016)

Shared with:

Stephen McKinley Henderson"
nm0000243,AARP Movies for Grownups Awards,2013,"Winner
Movies for Grownups Award","Best Actor
Flight (2012)"
nm0000243,AARP Movies for Grownups Awards,2008,"Nominee
Movies for Grownups Award","Best Actor
American Gangster (2007)"
nm0000243,"Academy of Science Fiction, Fantasy & Horror Films, USA",2010,"Nominee
Saturn Award","Best Actor
The Book of Eli (2010)"
nm0000243,Acapulco Black Film Festival,1999,"Nominee
Black Film Award","Best Actor
He Got Game (1998)"
nm0000243,"AFI Awards, USA",2002,"Winner
AFI Award","Actor of the Year - Male - Movies
Training Day (2001)"
nm0000243,African-American Film Critics Association (AAFCA),2016,"Winner
AAFCA Award","Best Actor
Fences (2016)"
nm0000243,African-American Film Critics Association (AAFCA),2012,"Winner
AAFCA Award","Best Actor
Flight (2012)"
nm0000243,All Def Movie Awards,2016,"Winner
All Def Movie Award","Best Bad Mu#&a Award
Training Day (2001)"
nm0000243,All Def Movie Awards,2016,"Nominee
All Def Movie Award",Most Likely To Steal Your Girl Award
nm0000243,Alliance of Women Film Journalists,2017,"Nominee
EDA Award","Best Actor
Fences (2016)"
nm0000243,Alliance of Women Film Journalists,2013,"Winner
EDA Special Mention Award","Most Egregious Age Difference Between the Leading Man and the Love Interest
Flight (2012)

Shared with:

Kelly Reilly

Nadine Velazquez



Denzel Washington (age 58) and Kelly Reilly (age 35),...and Nadine Velazquez (age 34)"
nm0000243,Alliance of Women Film Journalists,2013,"Nominee
EDA Special Mention Award","Unforgettable Moment
Flight (2012)"
nm0000243,"American Society of Cinematographers, USA",2017,"Winner
Board of the Governors Award","""Denzel Washington is an amazing director and actor, and a conscious force in these challenging ...                More


""Denzel Washington is an amazing director and actor, and a conscious force in these challenging times,"" notes ASC President Kees van Oostrum. ""A true artist is empowered by the era they live in, and he expresses an awareness of the world around us through his work. It is that strength of character that we honor with the ASC Governors Award."""
nm0000243,Austin Film Critics Association,2016,"Nominee
AFCA Award","Best Actor
Fences (2016)"
nm0000243,Awards Circuit Community Awards,2016,"Nominee
ACCA","Best Actor in a Leading Role
Fences (2016)"
nm0000243,Awards Circuit Community Awards,2016,"Nominee
ACCA","Best Cast Ensemble
Fences (2016)

Shared with:

Viola Davis

Stephen McKinley Henderson

Mykelti Williamson

Russell Hornsby

Jovan Adepo

Saniyya Sidney"
nm0000243,Awards Circuit Community Awards,2001,"Nominee
ACCA","Best Actor in a Leading Role
Training Day (2001)


Runner-Up"
nm0000243,Awards Circuit Community Awards,1993,"Nominee
ACCA","Best Actor in a Leading Role
Philadelphia (1993)"
nm0000243,Awards Circuit Community Awards,1992,"Winner
ACCA","Best Actor in a Leading Role
Malcolm X (1992)"
nm0000243,BAFTA/LA Britannia Awards,2007,"Winner
Britannia Award",Excellence in Film
nm0000243,Berlin International Film Festival,2000,"Winner
Silver Berlin Bear","Best Actor
The Hurricane (1999)"
nm0000243,Berlin International Film Festival,1993,"Winner
Silver Berlin Bear","Best Actor
Malcolm X (1992)"
nm0000243,BET Awards,2019,"Nominee
BET Award","Best Actor
The Equalizer 2 (2018)"
nm0000243,BET Awards,2018,"Nominee
BET Award","Best Actor
Roman J. Israel, Esq. (2017)"
nm0000243,BET Awards,2017,"Nominee
BET Award","Best Actor
Fences (2016)

The Magnificent Seven (2016)"
nm0000243,BET Awards,2013,"Nominee
BET Award","Best Actor
Flight (2012)"
nm0000243,BET Awards,2012,"Nominee
BET Award","Best Actor
Safe House (2012)"
nm0000243,BET Awards,2010,"Nominee
BET Award","Best Actor
The Taking of Pelham 123 (2009)"
nm0000243,BET Awards,2008,"Winner
BET Award","Best Actor
The Great Debaters (2007)

American Gangster (2007)"
nm0000243,BET Awards,2006,"Nominee
BET Award","Best Actor
Inside Man (2006)"
nm0000243,BET Awards,2005,"Winner
BET Award","Humanitarian Award
Shared with:

Pauletta Washington



Joint Winners"
nm0000243,BET Awards,2004,"Winner
BET Award","Best Actor
Out of Time (2003)"
nm0000243,BET Awards,2003,"Nominee
BET Award","Best Actor
Antwone Fisher (2002)"
nm0000243,BET Awards,2002,"Nominee
BET Award","Best Actor
Training Day (2001)

John Q (2002)"
nm0000243,BET Awards,2001,"Winner
BET Award","Best Actor
Remember the Titans (2000)"
nm0000243,Black Film Critics Circle Awards,2016,"Winner
BFCC Award","Best Actor
Fences (2016)"
nm0000243,Black Movie Awards,2006,"Nominee
Black Movie Award","Outstanding Performance by an Actor in a Leading Role
Inside Man (2006)"
nm0000243,Black Reel Awards,2021,"Nominee
Black Reel","Outstanding Motion Picture
Ma Rainey's Black Bottom (2020)

Shared with:

Todd Black

Dany Wolf"
nm0000243,Black Reel Awards,2018,"Nominee
Black Reel","Outstanding Actor, Motion Picture
Roman J. Israel, Esq. (2017)"
nm0000243,Black Reel Awards,2017,"Winner
Black Reel","Outstanding Actor, Motion Picture
Fences (2016)"
nm0000243,Black Reel Awards,2017,"Nominee
Black Reel","Outstanding Motion Picture
Fences (2016)

Shared with:

Todd Black

Scott Rudin"
nm0000243,Black Reel Awards,2017,"Nominee
Black Reel","Outstanding Actor, Motion Picture
The Magnificent Seven (2016)"
nm0000243,Black Reel Awards,2017,"Nominee
Black Reel","Outstanding Director, Motion Picture
Fences (2016)"
nm0000243,Black Reel Awards,2015,"Nominee
Black Reel","Outstanding Actor, Motion Picture
The Equalizer (2014)"
nm0000243,Black Reel Awards,2013,"Winner
Black Reel","Best Actor
Flight (2012)"
nm0000243,Black Reel Awards,2011,"Nominee
Black Reel","Best Actor
Unstoppable (2010)"
nm0000243,Black Reel Awards,2011,"Nominee
Black Reel","Best Actor
The Book of Eli (2010)"
nm0000243,Black Reel Awards,2011,"Nominee
Black Reel","Best Film
The Book of Eli (2010)

Shared with:

Broderick Johnson

Andrew A. Kosove

Joel Silver

David Valdes"
nm0000243,Black Reel Awards,2010,"Nominee
Black Reel","Best Actor
The Taking of Pelham 123 (2009)"
nm0000243,Black Reel Awards,2007,"Nominee
Black Reel","Best Actor
Inside Man (2006)"
nm0000243,Black Reel Awards,2004,"Nominee
Black Reel","Film: Best Actor
Out of Time (2003)"
nm0000243,Black Reel Awards,2003,"Winner
Black Reel","Theatrical - Best Director
Antwone Fisher (2002)"
nm0000243,Black Reel Awards,2003,"Winner
Black Reel","Best Film
Antwone Fisher (2002)

Shared with:

Randa Haines

Todd Black"
nm0000243,Black Reel Awards,2003,"Nominee
Black Reel","Theatrical - Best Actor
John Q (2002)"
nm0000243,Black Reel Awards,2003,"Nominee
Black Reel","Theatrical - Best Supporting Actor
Antwone Fisher (2002)"
nm0000243,Black Reel Awards,2002,"Winner
Black Reel","Theatrical - Best Actor
Training Day (2001)"
nm0000243,Black Reel Awards,2001,"Winner
Black Reel","Theatrical - Best Actor
Remember the Titans (2000)"
nm0000243,Black Reel Awards,2000,"Winner
Black Reel","Theatrical - Best Actor
The Hurricane (1999)"
nm0000243,Blockbuster Entertainment Awards,2001,"Nominee
Blockbuster Entertainment Award","Favorite Actor - Drama
Remember the Titans (2000)"
nm0000243,Blockbuster Entertainment Awards,2000,"Nominee
Blockbuster Entertainment Award","Favorite Actor - Drama
The Hurricane (1999)"
nm0000243,Blockbuster Entertainment Awards,1999,"Nominee
Blockbuster Entertainment Award","Favorite Actor - Suspense
The Siege (1998)"
nm0000243,Boston Society of Film Critics Awards,2001,"Winner
BSFC Award","Best Actor
Training Day (2001)


Tied with Brian Cox for L.I.E. (2001)."
nm0000243,Boston Society of Film Critics Awards,1996,"Nominee
BSFC Award","Best Actor
Courage Under Fire (1996)"
nm0000243,Boston Society of Film Critics Awards,1992,"Winner
BSFC Award","Best Actor
Malcolm X (1992)"
nm0000243,Broadcast Film Critics Association Awards,2016,"Nominee
Critics Choice Award","Best Actor
Fences (2016)"
nm0000243,Broadcast Film Critics Association Awards,2016,"Nominee
Critics Choice Award","Best Director
Fences (2016)"
nm0000243,Broadcast Film Critics Association Awards,2013,"Nominee
Critics Choice Award","Best Actor
Flight (2012)"
nm0000243,Broadcast Film Critics Association Awards,2003,"Winner
Freedom Award",Antwone Fisher (2002)
nm0000243,Central Ohio Film Critics Association,2017,"Winner
COFCA Award","Best Actor
Fences (2016)"
nm0000243,Chicago Film Critics Association Awards,2016,"Nominee
CFCA Award","Best Actor
Fences (2016)"
nm0000243,Chicago Film Critics Association Awards,2012,"Nominee
CFCA Award","Best Actor
Flight (2012)"
nm0000243,Chicago Film Critics Association Awards,2002,"Nominee
CFCA Award","Best Actor
Training Day (2001)"
nm0000243,Chicago Film Critics Association Awards,2000,"Nominee
CFCA Award","Best Actor
The Hurricane (1999)"
nm0000243,Chicago Film Critics Association Awards,1997,"Nominee
CFCA Award","Best Actor
Courage Under Fire (1996)"
nm0000243,Chicago Film Critics Association Awards,1996,"Nominee
CFCA Award","Best Actor
Devil in a Blue Dress (1995)"
nm0000243,Chicago Film Critics Association Awards,1993,"Winner
CFCA Award","Best Actor
Malcolm X (1992)"
nm0000243,Chicago Film Critics Association Awards,1990,"Nominee
CFCA Award","Best Supporting Actor
Glory (1989)"
nm0000243,Chicago Independent Film Critics Circle Awards,2017,"Nominee
CIFCC Award","Best Actor
Fences (2016)"
nm0000243,Chicago Indie Critics Awards (CIC),2021,"Winner
CIC Award","Best Studio Film
Ma Rainey's Black Bottom (2020)

Shared with:

Todd Black

Dany Wolf"
nm0000243,Christopher Awards,2008,"Winner
Christopher Award","Feature Films
The Great Debaters (2007)

Shared with:

Robert Eisele

(screenwriter)        

Todd Black

(producer)        

Kate Forte

(producer)        

Oprah Winfrey

(producer)        

Joe Roth

(producer)        

Molly Allen

(co-producer)        

Bob Weinstein

(executive producer)        

Harvey Weinstein

(executive producer)        

David Crockett

(executive producer)"
nm0000243,Christopher Awards,2003,"Winner
Christopher Award","Film
Antwone Fisher (2002)

Shared with:

Antwone Fisher

(screenwriter/co-producer)        

Todd Black

(producer)        

Randa Haines

(producer)        

Chris Smith

(co-producer)        

Nancy Paloian

(executive producer)"
nm0000243,Cognac Festival du Film Policier,1989,"Winner
Best Actor",For Queen & Country (1988)
nm0000243,Dallas-Fort Worth Film Critics Association Awards,2016,"Nominee
DFWFCA Award","Best Actor
Fences (2016)


2nd place"
nm0000243,Dallas-Fort Worth Film Critics Association Awards,2012,"Nominee
DFWFCA Award","Best Actor
Flight (2012)"
nm0000243,Dallas-Fort Worth Film Critics Association Awards,2002,"Nominee
DFWFCA Award","Best Actor
Training Day (2001)"
nm0000243,Dallas-Fort Worth Film Critics Association Awards,1993,"Winner
DFWFCA Award","Best Actor
Malcolm X (1992)"
nm0000243,Denver Film Critics Society,2017,"Nominee
DFCS Award","Best Actor
Fences (2016)"
nm0000243,Detroit Film Critics Society Awards,2016,"Nominee
DFCS Award","Best Director
Fences (2016)"
nm0000243,Detroit Film Critics Society Awards,2016,"Nominee
DFCS Award","Best Actor
Fences (2016)"
nm0000243,Dublin Film Critics Circle Awards,2017,"Nominee
DFCC","Best Actor
Fences (2016)


Tied James McAvoy for Split (2016) with 5th place"
nm0000243,Film Independent Spirit Awards,2021,"Nominee
Independent Spirit Award","Best Feature
Ma Rainey's Black Bottom (2020)

Shared with:

Todd Black

Dany Wolf"
nm0000243,Florida Film Critics Circle Awards,2016,"Nominee
FFCC Award","Best Actor
Fences (2016)"
nm0000243,GALECA: The Society of LGBTQ Entertainment Critics,2017,"Nominee
Dorian Award","Film Performance of the Year - Actor
Fences (2016)"
nm0000243,Georgia Film Critics Association (GAFCA),2017,"Nominee
GAFCA Award","Best Actor
Fences (2016)"
nm0000243,Gold Derby Awards,2017,"Nominee
Gold Derby Award","Lead Actor
Fences (2016)"
nm0000243,Gold Derby Awards,2017,"Nominee
Gold Derby Award","Ensemble Cast
Fences (2016)

Shared with:

Jovan Adepo

Viola Davis

Stephen McKinley Henderson

Russell Hornsby

Saniyya Sidney

Mykelti Williamson"
nm0000243,Golden Apple Awards,1995,"Winner
Golden Apple",Male Star of the Year
nm0000243,"Golden Camera, Germany",2012,"Winner
Golden Camera",Best International Actor
nm0000243,"Golden Globes, USA",2018,"Nominee
Golden Globe","Best Performance by an Actor in a Motion Picture - Drama
Roman J. Israel, Esq. (2017)"
nm0000243,"Golden Globes, USA",2017,"Nominee
Golden Globe","Best Performance by an Actor in a Motion Picture - Drama
Fences (2016)"
nm0000243,"Golden Globes, USA",2016,"Winner
Cecil B. DeMille Award",
nm0000243,"Golden Globes, USA",2013,"Nominee
Golden Globe","Best Performance by an Actor in a Motion Picture - Drama
Flight (2012)"
nm0000243,"Golden Globes, USA",2008,"Nominee
Golden Globe","Best Performance by an Actor in a Motion Picture - Drama
American Gangster (2007)"
nm0000243,"Golden Globes, USA",2002,"Nominee
Golden Globe","Best Performance by an Actor in a Motion Picture - Drama
Training Day (2001)"
nm0000243,"Golden Globes, USA",2000,"Winner
Golden Globe","Best Performance by an Actor in a Motion Picture - Drama
The Hurricane (1999)"
nm0000243,"Golden Globes, USA",1993,"Nominee
Golden Globe","Best Performance by an Actor in a Motion Picture - Drama
Malcolm X (1992)"
nm0000243,"Golden Globes, USA",1990,"Winner
Golden Globe","Best Performance by an Actor in a Supporting Role in a Motion Picture
Glory (1989)"
nm0000243,"Golden Globes, USA",1988,"Nominee
Golden Globe","Best Performance by an Actor in a Motion Picture - Drama
Cry Freedom (1987)"
nm0000243,Golden Schmoes Awards,2016,"Nominee
Golden Schmoes","Best Actor of the Year
Fences (2016)"
nm0000243,Golden Schmoes Awards,2012,"Nominee
Golden Schmoes","Best Actor of the Year
Flight (2012)"
nm0000243,Golden Schmoes Awards,2001,"Nominee
Golden Schmoes","Best Actor of the Year
Training Day (2001)"
nm0000243,Hawaii Film Critics Society,2017,"Nominee
HFCS Award","Best Actor
Fences (2016)"
nm0000243,Houston Film Critics Society Awards,2017,"Nominee
HFCS Award","Best Actor
Fences (2016)"
nm0000243,Houston Film Critics Society Awards,2013,"Nominee
HFCS Award","Best Actor
Flight (2012)"
nm0000243,IGN Summer Movie Awards,2012,"Nominee
IGN Award","Best Movie Actor
Flight (2012)"
nm0000243,Image Awards (NAACP),2019,"Nominee
Image Award","Outstanding Actor in a Motion Picture
The Equalizer 2 (2018)"
nm0000243,Image Awards (NAACP),2018,"Nominee
Image Award","Outstanding Actor in a Motion Picture
Roman J. Israel, Esq. (2017)"
nm0000243,Image Awards (NAACP),2017,"Winner
Image Award","Outstanding Actor in a Motion Picture
Fences (2016)"
nm0000243,Image Awards (NAACP),2015,"Nominee
Image Award","Outstanding Actor in a Motion Picture
The Equalizer (2014)"
nm0000243,Image Awards (NAACP),2013,"Winner
Image Award","Outstanding Actor in a Motion Picture
Flight (2012)"
nm0000243,Image Awards (NAACP),2011,"Winner
Image Award","Outstanding Actor in a Motion Picture
The Book of Eli (2010)"
nm0000243,Image Awards (NAACP),2010,"Nominee
Image Award","Outstanding Actor in a Motion Picture
The Taking of Pelham 123 (2009)"
nm0000243,Image Awards (NAACP),2008,"Winner
Image Award","Outstanding Actor in a Motion Picture
The Great Debaters (2007)"
nm0000243,Image Awards (NAACP),2008,"Nominee
Image Award","Outstanding Directing in a Motion Picture (Theatrical or Television)
The Great Debaters (2007)"
